Ticker,Precio,Low,High,Change (%),RS 20D,Credit Stress,Market Cap,P/E,Forward P/E,P/Book,ROE,ROA,Operating Margin,Net Margin,FCF Yield,EV/EBITDA,Debt/Equity,Current Ratio,Piotroski,Fund Source,Grain_IS,ZC_Surprise,ZS_Surprise,SPX_Quarterly_Divisor,SPX_ROC_63d,z_MOVE_inv,MOVE_price,Earnings_Next_Date,Earnings_Days_To_Next,Earnings_Last_Date,Earnings_Days_Since,Earnings_Source,piotroski_roa_positive,piotroski_d_roa,piotroski_cfo_positive,piotroski_cfo_gt_ni,piotroski_d_leverage,piotroski_d_liquidity,piotroski_no_dilution,piotroski_d_margin,piotroski_d_turnover,roc_5d,roc_10d,roc_42d,roc_63d,vol_5d,vol_60d,high_20d,high_60d,high_252d,drawdown_20d,drawdown_60d,drawdown_252d
ETH-USD,1890.613525390625,1882.4197998046875,1976.460205078125,-3.21,-37.2,ALTO,224177176576.0,,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-2.2176,2.6956,5.3289,-10.4556,50.0129,47.2051,1953.4113,2019.4583,3354.7227,-3.2148,-6.3802,-43.6432
IBIT,36.77000045776367,36.439998626708984,37.20000076293945,1.16,-44.94,ALTO,,,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-0.3253,4.4009,-14.4685,-16.4698,20.0016,37.9372,37.67,46.47,,-2.3892,-20.8737,
SPY,739.0900268554688,735.8699951171875,745.530029296875,0.02,17.58,ALTO,,26.58,,1.72,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-0.4043,-1.3455,-1.2785,3.7894,9.9238,13.2074,754.95,757.6182,,-2.1008,-2.4456,
QQQ,682.1199951171875,675.9500122070312,692.2999877929688,-0.31,20.9,ALTO,,30.36,,1.91,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-2.0027,-4.1616,-6.4921,2.8604,11.3431,24.9932,736.4,745.3409,,-7.371,-8.4821,
DIA,521.260009765625,519.2899780273438,525.3400268554688,0.48,18.27,ALTO,,24.51,,1.45,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,0.641,-0.5838,3.4796,6.2797,11.0916,11.5374,529.9395,529.9395,,-1.6378,-1.6378,
IWM,292.9100036621094,291.1099853515625,295.5199890136719,0.6,32.31,ALTO,,18.04,,1.33,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,0.2053,-0.1942,1.0659,6.1293,10.3569,18.2518,300.45,300.45,,-2.5096,-2.5096,
GLD,374.6300048828125,372.9100036621094,375.5299987792969,0.73,22.92,ALTO,,,,2.19,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,1.9124,2.0429,-9.5097,-13.5303,22.2435,24.3159,382.13,434.65,,-1.9627,-13.8088,
SLV,52.93000030517578,52.56999969482422,53.33000183105469,0.65,53.06,ALTO,,,,2.46,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,3.825,1.4762,-24.082,-23.0557,36.4859,51.1819,56.11,79.35,,-5.6674,-33.2955,
XLY,110.83999633789062,110.30000305175781,111.36000061035156,1.31,-0.97,ALTO,,27.93,,0.65,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-3.2894,-4.4812,-7.0231,-6.4278,41.9216,21.0749,118.09,121.8173,,-6.1394,-9.0112,
XLV,163.39999389648438,162.35000610351562,164.57000732421875,0.51,23.14,ALTO,,29.25,,1.28,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,2.606,1.2329,10.5115,13.8304,11.7442,17.8916,164.44,164.44,,-0.6325,-0.6325,
XLRE,45.7599983215332,45.650001525878906,46.05500030517578,-0.41,12.83,ALTO,,33.0,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,1.1718,2.3714,3.2453,5.3182,20.328,16.1453,45.95,45.95,,-0.4135,-0.4135,
XLK,174.3000030517578,171.72999572753906,178.3000030517578,-0.9,32.96,ALTO,,32.9,,1.18,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-0.8025,-3.8504,-5.7428,8.9176,7.5875,33.7962,190.52,197.974,,-8.5135,-11.9581,
XLI,183.1999969482422,180.83999633789062,184.4199981689453,0.3,20.35,ALTO,,31.35,,1.86,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,2.852,1.569,5.3647,6.4827,11.758,18.661,185.56,185.56,,-1.2718,-1.2718,
XLF,56.880001068115234,56.59000015258789,57.130001068115234,1.01,9.1,ALTO,,17.83,,1.66,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,1.4989,1.4446,10.0853,11.0059,11.068,13.4083,56.88,56.88,,0.0,0.0,
XLE,58.36000061035156,58.22999954223633,59.279998779296875,-2.11,36.89,ALTO,,22.15,,1.14,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,0.7249,2.8551,1.6091,3.3601,22.7161,24.4623,59.62,60.8512,,-2.1134,-4.0939,
XLC,107.66000366210938,107.44000244140625,108.54000091552734,1.28,2.1,ALTO,,15.43,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-2.8339,-3.5218,-6.5858,-6.5777,34.4184,17.0947,113.38,117.0754,,-5.045,-8.0422,
XLB,51.38999938964844,51.09000015258789,51.630001068115234,0.25,15.22,ALTO,,26.44,,0.65,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,2.7184,1.6014,1.1613,-0.6507,21.0555,20.1821,52.01,52.5236,,-1.1921,-2.1583,
XLP,85.36000061035156,84.37999725341797,85.7699966430664,1.46,9.02,ALTO,,25.59,,1.23,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,0.5892,0.9103,2.7769,3.2708,20.1168,16.6672,85.81,85.81,,-0.5244,-0.5244,
XLU,45.68000030517578,45.560001373291016,46.279998779296875,-1.32,12.56,ALTO,,21.37,,0.72,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,1.6466,-0.0875,1.4156,-0.4511,23.2325,16.696,46.29,46.5527,,-1.3178,-1.8747,
PSQ,27.079999923706055,26.68000030517578,27.31999969482422,0.33,-14.12,ALTO,,,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,2.1116,4.435,6.8864,-2.5324,10.7469,24.8176,27.08,27.6448,,0.0,-2.0431,
EWZ,35.869998931884766,35.66999816894531,35.91999816894531,0.39,41.59,ALTO,,11.44,,0.98,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,1.0992,1.3563,-0.7633,-9.3353,30.2351,23.2737,36.62,39.5237,,-2.0481,-9.2444,
FXI,35.279998779296875,34.97999954223633,35.33000183105469,2.02,-6.37,ALTO,,9.54,,0.86,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,0.6849,5.5024,-0.5737,-3.5678,17.5688,21.5731,35.28,37.9749,,0.0,-7.0964,
COPX,77.9000015258789,76.33000183105469,78.80000305175781,0.23,79.38,ALTO,,17.37,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,5.4698,4.7747,-10.6791,-5.1053,28.7042,55.3174,79.99,93.3428,,-2.6128,-16.5442,
URA,40.31999969482422,39.59000015258789,41.16999816894531,1.08,3.32,ALTO,,33.93,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,4.2669,-0.9823,-20.7236,-27.1018,33.7857,49.9768,43.93,58.26,,-8.2176,-30.793,
ARKK,72.52999877929688,71.22000122070312,73.69999694824219,0.89,-5.35,ALTO,,42.38,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-3.2288,-7.2981,-6.0857,-5.1895,27.7852,36.8243,83.61,83.61,,-13.252,-13.252,
ITA,243.91000366210938,241.67999267578125,246.39999389648438,1.57,24.04,ALTO,,38.01,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,6.3855,3.7694,6.3581,13.1053,17.8834,25.1188,250.78,250.78,,-2.7395,-2.7395,
SMH,548.5499877929688,535.3099975585938,567.6199951171875,-2.25,89.08,ALTO,,36.33,,,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,-1.8396,-6.33,-8.8999,8.3149,25.5266,53.7965,655.89,668.91,,-16.3656,-17.9935,
EEM,63.619998931884766,62.849998474121094,64.2699966430664,0.46,32.15,ALTO,,16.32,,1.2,,,,,,,,,,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,,,none,,,,,,,,,,0.0944,-1.3643,-6.5049,0.3305,15.8062,33.9936,68.41,71.21,,-7.0019,-10.6586,
AAPL,336.9100036621094,334.0199890136719,339.57000732421875,1.17,58.28,ALTO,4891182891008.0,38.9,34.54,45.87,141.47,26.23,32.27,27.15,2.07,30.68,0.8,1.07,8.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-07-30,3,,,yahoo,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.1599,6.1769,9.2693,24.408,34.0815,29.0574,336.91,336.91,,0.0,0.0,
MSFT,389.1000061035156,387.989990234375,394.20001220703125,1.94,-23.21,ALTO,2835433652224.0,22.73,19.7,6.84,34.01,14.81,46.33,39.34,1.31,15.63,0.3,1.28,5.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-07-29,2,,,yahoo,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-3.2787,-0.4834,-6.4731,-8.1667,30.5695,33.305,402.29,460.52,,-3.2787,-15.5086,
NVDA,196.50999450683594,195.44000244140625,208.75,-4.99,11.59,ALTO,5009871732736.0,31.97,16.07,25.63,114.29,52.73,65.6,62.97,0.92,30.0,0.07,3.44,4.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-08-26,30,,,yahoo,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,-3.3304,-3.4491,-8.4339,-5.5365,47.4691,41.304,212.5,235.4656,,-7.5247,-16.5441,
META,593.8699951171875,593.1300048828125,611.260009765625,-0.22,-16.72,ALTO,1510844137472.0,22.03,16.08,6.2,32.93,16.4,40.62,32.84,1.69,13.87,0.36,2.35,5.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-07-29,2,,,yahoo,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-8.0483,-9.5717,-2.9264,-11.9416,21.2819,42.5626,681.31,681.31,,-12.8341,-12.8341,
GOOGL,326.55999755859375,324.45001220703125,330.4200134277344,2.13,70.31,ALTO,3910399426560.0,15.95,21.63,6.28,48.68,12.96,34.03,54.77,0.73,21.98,0.18,2.72,6.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,,999,2026-07-22,5.0,yahoo,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-7.2246,-7.3615,-15.9754,-5.1234,64.4957,33.9327,370.92,402.3797,,-11.9595,-18.8428,
AMZN,231.38999938964844,230.99000549316406,235.88999938964844,-0.31,-0.34,ALTO,2496832733184.0,27.73,23.43,5.65,24.29,6.84,13.14,12.22,0.39,16.61,0.53,1.18,6.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-07-30,3,,,yahoo,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-7.4403,-6.4373,-12.7785,-12.3489,31.2266,29.5808,254.96,274.99,,-9.2446,-15.8551,
TSLA,309.2200012207031,304.2799987792969,317.0,-1.22,-4.77,ALTO,1236326809600.0,295.31,139.75,13.97,4.67,1.93,1.41,3.67,0.39,112.46,0.18,1.94,5.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-10-21,86,2026-07-22,5.0,yahoo,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-16.3298,-21.6689,-28.6838,-17.8262,103.2971,57.6932,425.3,445.27,,-27.2937,-30.5545,
MSTR,98.6500015258789,94.0199966430664,99.16000366210938,7.61,-75.31,ALTO,33488848896.0,,20.54,0.87,-30.76,-17.81,-11641.53,0.0,-25.98,-3.37,0.18,6.05,3.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-07-30,3,,,yahoo,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8485,7.1118,-38.3168,-42.3167,93.8121,80.182,101.95,195.94,,-3.2369,-49.653,
PLTR,131.52999877929688,125.30999755859375,132.41000366210938,7.0,-16.43,ALTO,294677577728.0,138.11,58.69,34.87,32.59,14.7,46.18,43.67,0.59,142.19,0.02,6.91,8.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-08-03,7,,,yahoo,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-2.462,1.1458,-3.7116,-8.0788,85.6192,56.653,134.85,160.65,,-2.462,-18.1264,
SNOW,272.9200134277344,265.5199890136719,278.42999267578125,1.81,25.07,ALTO,92909592576.0,,99.58,47.9,-54.87,-9.68,-22.17,-23.79,1.87,-82.3,1.43,1.05,5.0,YAHOO,-2.3416,-1.8162,-2.6919,0.063906,3.4626,0.2393,70.88,2026-08-26,30,,,yahoo,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,-0.5176,1.5894,53.6712,94.4983,25.163,90.0641,275.94,280.16,,-1.0944,-2.5842,
