Ticker,Precio,Low,High,Change (%),RS 20D,Credit Stress,Market Cap,P/E,Forward P/E,P/Book,ROE,ROA,Operating Margin,Net Margin,FCF Yield,EV/EBITDA,Debt/Equity,Current Ratio,Piotroski,Fund Source,Grain_IS,ZC_Surprise,ZS_Surprise,SPX_Quarterly_Divisor,SPX_ROC_63d,z_MOVE_inv,MOVE_price,Earnings_Next_Date,Earnings_Days_To_Next,Earnings_Last_Date,Earnings_Days_Since,Earnings_Source,piotroski_roa_positive,piotroski_d_roa,piotroski_cfo_positive,piotroski_cfo_gt_ni,piotroski_d_leverage,piotroski_d_liquidity,piotroski_no_dilution,piotroski_d_margin,piotroski_d_turnover,roc_5d,roc_10d,roc_42d,roc_63d,vol_5d,vol_60d,high_20d,high_60d,high_252d,drawdown_20d,drawdown_60d,drawdown_252d
UL,62.43000030517578,61.9900016784668,62.44499969482422,0.06,-3.93,BAJO,134424240128.0,21.16,16.01,7.67,30.95,8.43,20.05,18.75,4.67,14.87,1.61,0.79,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-28,8,,,finnhub,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.5452,1.3803,8.9529,7.6868,17.8076,22.7478,62.74,62.74,,-0.4941,-0.4941,
URBN,75.3499984741211,73.69999694824219,76.1332015991211,3.25,0.88,BAJO,6452603392.0,14.49,11.16,2.47,18.73,8.36,8.96,7.48,0.07,9.31,0.46,1.48,8.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-25,36,2026-05-20,61.0,finnhub,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,7.874,8.6204,8.2459,1.5772,53.8373,39.4403,75.42,77.38,,-0.0928,-2.6234,
CL,91.81999969482422,91.19999694824219,92.2300033569336,-1.25,7.91,BAJO,73473384448.0,35.59,22.64,507.29,363.58,16.1,20.92,10.04,4.52,16.52,16.41,1.02,5.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-31,11,,,finnhub,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.4913,-1.6811,2.113,7.6689,30.3986,25.5121,95.13,95.13,,-3.4794,-3.4794,
COST,941.030029296875,935.0,946.9783935546875,0.02,-0.23,BAJO,417326891008.0,47.41,41.55,25.24,29.15,8.67,3.67,3.01,1.67,30.14,0.6,1.07,6.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-09-24,66,,,yahoo,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.5759,-0.9703,-12.5819,-5.7501,28.2089,23.425,961.09,1094.3199,,-2.0872,-14.0078,
KMB,108.66000366210938,107.62999725341797,108.7499008178711,0.29,-10.15,BAJO,36068638720.0,21.02,14.38,20.08,111.73,10.16,19.65,12.8,2.92,12.73,3.71,0.77,4.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-04,15,,,yahoo,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.3796,-3.8492,14.1004,11.4453,20.6549,28.8626,114.74,114.74,,-5.2989,-5.2989,
ORLY,85.01000213623047,84.55999755859375,86.23999786376953,-1.21,-9.81,BAJO,70449070080.0,27.69,23.49,-66.31,,13.81,18.45,14.3,1.89,19.53,,0.76,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-29,9,,,yahoo,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-2.6008,0.9141,-7.3359,-9.284,51.7617,34.58,92.69,99.4,,-8.2857,-14.4769,
PM,192.47500610351562,191.3000030517578,194.89999389648438,-0.26,10.41,BAJO,299983634432.0,27.11,21.06,-32.33,,15.46,36.04,26.74,2.86,18.78,,0.98,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-22,2,,,finnhub,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,6.8178,4.1757,1.3424,22.9931,34.6245,31.8781,192.98,192.98,,-0.2617,-0.2617,
ETSY,84.70999908447266,82.75,86.12000274658203,0.73,40.13,BAJO,8038659584.0,32.46,13.0,-7.07,,10.15,18.98,9.81,2.06,21.94,,1.69,5.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-05,16,,,yahoo,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.1906,12.8564,43.9912,36.8498,38.2053,49.2708,85.74,85.74,,-1.2013,-1.2013,
TM,178.47000122070312,177.9199981689453,180.39999389648438,0.48,4.86,BAJO,211338592256.0,9.77,11.31,14.96,10.23,2.37,4.57,7.59,-570.1,6.21,1.07,1.27,3.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-04,15,,,yahoo,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1288,-0.7397,-4.75,-17.8315,18.2916,25.8121,179.8,196.08,,-0.7397,-8.981,
HMC,28.21109962463379,28.139999389648438,28.5,0.18,-7.05,BAJO,36604657664.0,,5.69,0.5,-2.85,-0.81,-17.28,-1.95,-2171.16,-5352.43,1.14,1.28,3.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-04,15,,,finnhub,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.333,-4.7887,11.9044,12.8444,35.4105,34.1668,29.63,29.63,,-4.7887,-4.7887,
NSANY,4.070000171661377,4.010000228881836,4.099999904632568,0.49,-2.73,BAJO,7097656320.0,,4.72,0.24,-9.86,0.19,1.99,-4.44,-18911.11,22.38,1.7,1.56,5.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-03,14,,,yahoo,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.8265,5.168,-14.3158,-11.5217,26.3729,48.8239,4.3,5.08,,-5.3488,-19.8819,
GM,76.55999755859375,75.71009826660156,77.19000244140625,0.64,45.1,BAJO,,27.94,5.4,1.1,4.01,2.69,9.36,1.38,,9.57,1.99,1.15,5.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-21,1,,,finnhub,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.2086,-1.657,4.9603,-5.6493,22.2641,32.163,80.43,84.1676,,-4.8116,-9.0386,
ARCO,8.119999885559082,8.109999656677246,8.240500450134277,-1.34,16.57,BAJO,1710583936.0,7.32,9.52,2.21,36.28,6.71,5.16,4.86,10.67,6.09,2.79,0.8,6.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-13,24,,,yahoo,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-2.0507,-1.9324,-1.3611,-8.6269,18.5279,40.8978,8.46,9.2139,,-4.0189,-11.8727,
HD,333.489990234375,331.8800048828125,339.9700012207031,-1.59,-6.06,BAJO,332568330240.0,23.72,20.73,23.97,128.38,12.52,11.93,8.41,3.05,16.04,4.59,1.04,4.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-18,29,,,finnhub,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0738,-4.8938,12.0681,-3.8376,34.2813,28.6676,357.9,357.9,,-6.8203,-6.8203,
DIS,96.81999969482422,96.08000183105469,98.38500213623047,-0.87,-18.82,BAJO,168129036288.0,15.49,12.96,1.55,11.01,4.45,15.51,11.54,2.23,11.05,0.41,0.68,8.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-05,16,,,finnhub,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8542,-0.6057,-6.1093,-8.2116,33.5397,27.9949,102.7427,107.8337,,-5.7646,-10.2136,
JNJ,250.25,250.0836944580078,254.1750030517578,-1.1,55.96,BAJO,602454163456.0,29.0,19.51,7.42,,,28.61,21.48,,18.43,0.68,,3.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-10-13,85,2026-07-15,5.0,yahoo,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9173,-3.5013,9.9464,7.4768,30.2861,24.5947,267.24,267.24,,-6.3576,-6.3576,
LLY,1174.8299560546875,1165.4599609375,1187.1199951171875,-0.36,55.13,BAJO,1047644471296.0,41.69,26.16,33.65,107.46,20.74,49.39,34.99,0.87,30.09,1.39,1.5,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-05,16,,,finnhub,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,-0.5957,-2.1024,18.8991,26.9487,10.1578,38.0159,1235.5601,1235.5601,,-4.9152,-4.9152,
NVO,50.17499923706055,49.619998931884766,50.5,-0.29,-19.07,BAJO,,12.03,14.88,7.17,71.4,19.25,61.57,37.21,,2.0,0.72,0.79,4.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-05,16,,,finnhub,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.8162,1.8575,13.313,23.8277,37.062,35.6198,51.48,51.48,,-2.535,-2.535,
AMGN,366.0799865722656,365.25,370.2900085449219,-0.06,27.35,BAJO,197576409088.0,25.49,15.61,21.5,101.32,8.35,33.8,20.96,3.76,14.36,6.24,1.26,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-04,15,,,yahoo,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.5619,-0.0982,12.8518,3.8121,34.4076,26.3899,374.15,374.15,,-2.1569,-2.1569,
UNH,420.94500732421875,417.3800048828125,431.0150146484375,-1.21,53.09,BAJO,382278828032.0,31.67,18.92,3.9,14.15,4.38,7.13,3.14,5.95,17.7,0.69,0.78,6.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,,999,2026-07-16,4.0,yahoo,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,-1.8982,0.707,8.2375,30.4098,21.3756,25.1751,431.68,431.68,,-2.4868,-2.4868,
PFE,24.94499969482422,24.850000381469727,25.155000686645508,-0.42,9.91,BAJO,142172635136.0,19.04,8.8,1.58,8.31,5.69,31.62,11.83,8.71,7.65,0.72,1.25,5.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-04,15,,,finnhub,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.8995,5.1644,-1.5199,-7.9943,21.3812,19.5753,25.14,26.5616,,-0.7757,-6.0861,
ABT,101.56999969482422,100.02999877929688,101.875,0.88,-16.58,BAJO,,28.45,16.74,3.4,,,14.15,11.65,,17.09,0.65,,5.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-10-14,86,2026-07-16,4.0,yahoo,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0568,6.969,16.3627,5.6652,75.2036,35.3891,101.57,101.57,,0.0,0.0,
CVS,107.79000091552734,107.1500015258789,108.87999725341797,0.3,81.17,BAJO,137532211200.0,47.28,12.81,1.77,3.75,2.67,4.12,0.72,3.78,13.23,1.01,0.87,6.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-05,16,,,yahoo,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.7847,5.5937,12.293,40.6676,7.7886,29.9844,107.79,107.79,,0.0,0.0,
ABBV,254.52000427246094,252.87579345703125,256.1400146484375,0.01,41.86,BAJO,449684111360.0,124.76,15.63,-67.57,,10.03,32.16,5.79,4.63,17.16,,0.8,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-31,11,,,yahoo,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.3595,0.6169,22.4066,23.0116,32.2834,29.4263,259.2249,259.2249,,-1.815,-1.815,
TMO,526.9849853515625,522.5599975585938,532.5499877929688,-1.03,30.51,BAJO,179329660000.0,28.94,19.34,4.08,13.52,5.0,17.89,15.15,3.08,21.06,82.9,1.53,5.0,YAHOO+FINNHUB,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-23,3,,,finnhub,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.2886,1.8132,19.3469,0.1734,23.8306,31.0073,543.19,543.19,,-2.9833,-2.9833,
AZN,166.69500732421875,166.3699951171875,168.64999389648438,-1.31,23.3,BAJO,,25.1,19.0,5.46,23.48,8.49,27.94,17.19,,14.38,0.72,0.91,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-27,7,,,finnhub,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.6375,-12.3396,-9.3655,-18.606,24.4661,31.1452,195.15,195.15,,-14.5811,-14.5811,
CAH,226.9149932861328,226.35519409179688,229.13499450683594,-0.7,44.48,BAJO,53144821760.0,34.59,18.86,-18.83,,3.6,1.41,0.62,9.13,14.69,,0.91,6.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-08-11,22,,,yahoo,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-2.8867,-4.4649,13.8354,6.2708,25.7816,26.7128,239.71,239.71,,-5.3377,-5.3377,
ISRG,348.2200012207031,342.1000061035156,355.0799865722656,0.81,-32.63,BAJO,123326586880.0,40.03,29.01,7.06,17.42,10.54,33.75,28.45,,27.27,,6.43,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,,999,2026-07-16,4.0,yahoo,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-14.4675,-19.5481,-20.8447,-25.7859,131.2438,45.8365,432.83,482.22,,-19.5481,-27.7881,
MRNA,61.42499923706055,60.910099029541016,62.42509841918945,-0.64,98.24,BAJO,24372596736.0,,-14.94,3.29,-36.56,-13.09,-131.1,-143.55,-0.08,-8.97,0.18,2.41,3.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-31,11,,,yahoo,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-8.3346,-24.9083,27.6762,14.3429,59.7748,77.4224,81.8,81.8,,-24.9083,-24.9083,
NVS,151.94000244140625,151.82000732421875,153.5399932861328,-1.18,37.07,BAJO,289915502592.0,21.77,15.58,7.53,34.93,10.54,30.48,23.92,4.15,14.57,1.21,0.85,8.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-21,1,,,yahoo,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.9324,-2.2831,1.8706,-0.0197,16.6414,24.7637,159.9,159.9,,-4.9781,-4.9781,
PHG,26.969999313354492,26.8700008392334,27.039899826049805,0.07,14.09,BAJO,26214371328.0,23.66,13.34,1.97,8.36,3.48,6.17,5.5,5.79,14.91,0.71,1.32,7.0,YAHOO,2.051,3.2229,1.2698,0.06384,4.9309,0.211,70.88,2026-07-28,8,,,yahoo,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-1.3533,-4.2259,3.5317,-5.6535,33.1016,28.6732,28.23,28.23,,-4.4633,-4.4633,
