Ticker,Precio,Low,High,Change (%),RS 20D,Credit Stress,Market Cap,P/E,Forward P/E,P/Book,ROE,ROA,Operating Margin,Net Margin,FCF Yield,EV/EBITDA,Debt/Equity,Current Ratio,Piotroski,Fund Source,Grain_IS,ZC_Surprise,ZS_Surprise,SPX_Quarterly_Divisor,SPX_ROC_63d,z_MOVE_inv,MOVE_price,Earnings_Next_Date,Earnings_Days_To_Next,Earnings_Last_Date,Earnings_Days_Since,Earnings_Source,piotroski_roa_positive,piotroski_d_roa,piotroski_cfo_positive,piotroski_cfo_gt_ni,piotroski_d_leverage,piotroski_d_liquidity,piotroski_no_dilution,piotroski_d_margin,piotroski_d_turnover,roc_5d,roc_10d,roc_42d,roc_63d,vol_5d,vol_60d,high_20d,high_60d,high_252d,drawdown_20d,drawdown_60d,drawdown_252d
^AEX,1090.0400390625,1081.75,1091.3399658203125,0.31,5.54,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.1767,0.5359,4.8166,8.0414,13.6183,12.3915,1102.38,1102.38,,-1.1194,-1.1194,
^IBEX,19585.400390625,19259.80078125,19585.69921875,1.65,9.44,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,1.9176,1.0354,6.553,10.6964,22.3546,16.1709,19852.4004,19852.4004,,-1.3449,-1.3449,
FTSEMIB.MI,51802.23046875,51276.94140625,51802.23046875,0.95,26.33,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.1538,-1.5429,4.4842,8.6593,29.4372,16.3888,52959.0,52959.0,52959.0,-2.1843,-2.1843,-2.1843
^SSMI,14327.2001953125,14242.9404296875,14362.599609375,0.79,7.53,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.115,0.6471,5.1352,,9.8887,11.004,14424.2402,14424.2402,,-0.6728,-0.6728,
^OMXC25,1830.991943359375,1819.7080078125,1839.025390625,0.15,4.4,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-3.7318,-2.1624,2.3289,,15.0429,,1912.84,1912.84,,-4.2789,-4.2789,
^GSPTSE,35427.9296875,35229.9609375,35446.9296875,0.67,3.23,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,0.4652,0.3473,2.2336,4.4945,13.4407,11.5103,35485.1016,35485.1016,,-0.1611,-0.1611,
^AXJO,8839.0,8823.0,8926.2998046875,0.18,-0.67,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.0192,0.873,1.6912,0.5975,2.8031,12.0484,8844.4004,8966.2998,,-0.0611,-1.4198,
^MXX,66580.9375,65759.8515625,66620.15625,0.48,-5.09,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.08,0.1276,-4.9134,-2.0759,18.4631,15.9778,67640.5938,70246.2969,,-1.5666,-5.2179,
^BVSP,174977.234375,174717.40625,176719.625,-0.99,-9.53,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,0.7272,-1.6241,-0.9127,-8.2664,24.0703,16.2003,177866.0,187691.0,,-1.6241,-6.7738,
HYG,79.24500274658203,79.16010284423828,79.30999755859375,0.02,3.19,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.5085,-0.5834,0.1375,0.0861,2.6988,3.6707,79.87,79.87,79.87,-0.7825,-0.7825,-0.7825
LQD,106.44000244140625,106.08000183105469,106.48500061035156,0.17,1.21,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-1.0413,-0.9492,-1.0621,-1.7172,3.814,5.2972,109.3158,109.3158,109.6459,-2.6307,-2.6307,-2.9238
TLT,83.58499908447266,83.2300033569336,83.65499877929688,0.5,0.49,MODERADO,,,-4179.25,0.56,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-1.1062,-1.0477,-0.5389,-2.3285,6.2518,8.933,87.1282,87.1282,89.1459,-4.0667,-4.0667,-6.238
GC=F,4077.60009765625,4024.0,4085.199951171875,0.77,-14.92,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,1.6174,-0.6457,-9.8076,,31.0235,24.5834,4155.1001,4720.3999,,-1.8652,-13.6175,
HG=F,6.361499786376953,6.309000015258789,6.376500129699707,0.9,4.35,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,2.2749,2.0534,0.3075,,38.6806,28.6082,6.511,6.6495,,-2.2961,-4.3312,
CL=F,88.02999877929688,87.68000030517578,92.83000183105469,-4.51,-8.01,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,6.716,23.274,-8.8716,,70.2994,54.5073,92.19,108.66,,-4.5124,-18.9858,
ZS=F,1250.5,1238.0,1256.25,1.05,6.19,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,3.819,4.5132,4.5132,,12.1278,19.1107,1250.5,1250.5,,0.0,0.0,
ZC=F,484.75,479.25,492.0,4.47,5.28,MODERADO,,,,,,,,,,,,,,NONE,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,8.9938,10.6735,4.6411,,29.2309,27.0754,484.75,484.75,,0.0,0.0,
BTC-USD,63925.96875,64182.796875,65713.90625,-1.72,-47.26,MODERADO,1285840175104.0,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-1.1823,-1.5859,0.6024,-15.3167,27.0808,31.8295,66505.125,75825.7344,96929.3281,-3.8781,-15.6936,-34.0489
ETH-USD,1848.239990234375,1858.5845947265625,1907.233154296875,-1.54,-51.42,MODERADO,224942391296.0,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-1.2433,-2.1826,10.9969,-10.4811,29.7221,46.1523,1933.4901,2070.8582,3354.7227,-4.4091,-10.75,-44.9063
IBIT,36.25,36.04999923706055,36.459999084472656,-1.09,-47.69,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.2751,0.0552,-15.6192,-17.7071,27.6791,37.9896,37.67,46.47,71.29,-3.7696,-21.9927,-49.1514
SPY,742.27001953125,737.3330078125,743.25,0.55,17.03,MODERADO,,26.7,,1.73,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.1372,-1.6796,-0.1955,5.0437,14.6097,13.3861,754.95,757.6182,757.6182,-1.6796,-2.0258,-2.0258
QQQ,690.1599731445312,683.5460205078125,692.4500122070312,-0.26,21.48,MODERADO,,30.63,,1.93,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.7435,-4.8724,-3.7101,6.0634,24.6034,24.9331,736.4,745.3409,745.3409,-6.2792,-7.4034,-7.4034
DIA,519.9199829101562,516.27001953125,520.5,0.71,16.77,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.1709,-1.0865,3.0362,5.8366,12.7578,11.9847,529.9395,529.9395,529.9395,-1.8907,-1.8907,-1.8907
IWM,293.2900085449219,290.4800109863281,293.8699951171875,0.41,31.3,MODERADO,,18.17,,1.34,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.2551,-0.9122,3.1101,6.7028,16.9661,18.7049,300.45,300.45,300.45,-2.3831,-2.3831,-2.3831
GLD,373.79998779296875,371.0299987792969,374.489990234375,0.61,19.21,MODERADO,,,,2.2,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,1.463,-0.8514,-9.6709,-13.2795,27.2262,24.5421,382.13,434.65,495.9,-2.1799,-13.9998,-24.6219
SLV,53.22010040283203,52.29999923706055,53.32500076293945,2.23,48.7,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,4.8052,-1.3529,-22.1473,-22.1701,51.2911,51.7509,56.11,79.35,105.6,-5.1504,-32.9299,-49.6022
XLY,109.48999786376953,108.6500015258789,109.93499755859375,0.67,-2.21,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-5.1542,-6.6104,-7.9475,-6.8217,38.1971,21.0818,118.09,121.8173,124.0232,-7.2826,-10.1195,-11.7181
XLV,162.8800048828125,161.58999633789062,163.25,0.89,20.81,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,1.1112,1.2683,9.1456,11.8698,12.1389,18.3798,164.44,164.44,164.44,-0.9487,-0.9487,-0.9487
XLRE,46.04999923706055,45.29999923706055,46.130001068115234,2.45,10.07,MODERADO,,33.07,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,1.3871,3.5995,4.2494,5.6723,21.2046,16.6053,46.05,46.05,46.05,0.0,0.0,0.0
XLK,177.8699951171875,175.64450073242188,178.89500427246094,-0.33,35.55,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,1.2985,-4.2577,-1.2794,14.2724,27.69,33.5645,190.52,197.974,197.974,-6.6397,-10.1549,-10.1549
XLI,183.5399932861328,181.75,183.8300018310547,0.88,19.87,MODERADO,,31.5,,1.87,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,2.302,0.8905,7.1151,5.6997,11.5442,19.4957,185.56,185.56,185.56,-1.0886,-1.0886,-1.0886
XLF,56.244998931884766,55.689998626708984,56.37990188598633,0.74,6.36,MODERADO,,17.81,,1.65,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-0.0267,0.9603,8.6677,8.9614,7.666,13.2733,56.75,56.75,56.75,-0.8899,-0.8899,-0.8899
XLE,59.67499923706055,59.400001525878906,60.45000076293945,0.5,39.5,MODERADO,,22.17,,1.15,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,3.4587,8.3424,1.0344,5.485,6.5386,24.1608,59.675,60.8512,62.1121,0.0,-1.9328,-3.9237
XLC,106.5,105.34500122070312,106.94999694824219,1.06,-1.99,MODERADO,,15.46,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-3.7506,-4.6041,-7.5203,-9.0407,29.9045,17.0747,113.38,117.0754,119.3874,-6.0681,-9.033,-10.7946
XLB,50.845001220703125,50.209999084472656,50.9900016784668,1.1,12.16,MODERADO,,26.23,,0.64,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,0.6234,-0.0884,1.4816,-1.4956,17.6769,20.0131,52.01,52.5236,53.1837,-2.2399,-3.1959,-4.3975
XLP,84.13500213623047,83.16000366210938,84.2750015258789,1.11,5.02,MODERADO,,25.59,,1.23,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-1.2384,0.0178,-0.0958,1.4839,18.369,16.7541,85.81,85.81,88.8894,-1.952,-1.952,-5.3487
XLU,46.42499923706055,46.15999984741211,46.625,0.51,11.95,MODERADO,,21.43,,0.73,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,2.7784,2.2352,3.0241,1.37,15.7394,17.3298,46.425,46.5527,47.0979,0.0,-0.2744,-1.4287
PSQ,26.760000228881836,26.674999237060547,27.0049991607666,0.38,-17.04,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,0.8289,5.1887,3.796,-5.5377,24.2982,24.7454,26.76,27.9025,33.0172,0.0,-4.0947,-18.9513
EWZ,36.05009841918945,35.849998474121094,36.224998474121094,-0.33,37.58,MODERADO,,11.54,,0.99,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,2.3278,0.3343,0.064,-9.221,27.4701,23.8831,36.62,39.5237,41.3365,-1.5563,-8.7887,-12.7887
FXI,34.709999084472656,34.439998626708984,34.75,0.73,-10.39,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,1.6994,3.6738,-1.5467,-4.1638,13.0197,21.3502,35.04,37.9749,40.9939,-0.9418,-8.5974,-15.3288
COPX,78.43499755859375,77.37999725341797,78.79000091552734,0.08,74.95,MODERADO,,17.53,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,6.9325,2.4758,-5.577,-4.5579,53.9045,55.5044,79.99,93.3428,95.3759,-1.944,-15.971,-17.7622
URA,40.2400016784668,39.685001373291016,41.10200119018555,-2.16,-1.26,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,3.8988,-6.3533,-17.8105,-28.7409,41.521,51.8944,43.93,58.26,61.81,-8.3997,-30.9303,-34.8973
ARKK,72.5199966430664,71.36000061035156,73.90499877929688,-1.77,-5.59,MODERADO,,42.75,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,-3.5638,-9.6268,-5.0785,-5.2026,47.6666,37.1451,83.61,83.61,92.53,-13.264,-13.264,-21.6254
ITA,241.27999877929688,238.8800048828125,242.468994140625,1.28,21.94,MODERADO,,38.19,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,4.5724,0.9286,7.1347,10.1955,20.2162,25.4951,250.78,250.78,250.78,-3.7882,-3.7882,-3.7882
SMH,570.489990234375,561.2100219726562,578.52001953125,-1.67,97.58,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,2.5084,-6.6347,-1.0116,18.3958,44.4848,53.2508,655.89,668.91,668.91,-13.0205,-14.7135,-14.7135
EEM,63.974998474121094,63.33000183105469,64.08999633789062,-0.97,30.09,MODERADO,,,,,,,,,,,,,,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,,,none,,,,,,,,,,1.0823,-4.3722,-2.3869,3.1396,27.9564,34.0531,68.41,71.21,71.21,-6.483,-10.1601,-10.1601
AAPL,333.32000732421875,321.6199951171875,333.375,3.62,55.29,MODERADO,4895883132928.0,40.31,34.57,45.91,141.47,26.23,32.27,27.15,2.06,29.63,0.8,1.07,8.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-07-30,6,,,yahoo,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-0.1258,5.7085,7.9334,22.0155,34.4757,29.0558,333.74,333.74,333.74,-0.1258,-0.1258,-0.1258
MSFT,383.8900146484375,380.6499938964844,389.0299987792969,0.61,-25.52,MODERADO,2851702046720.0,22.86,19.81,6.88,34.01,14.81,46.33,39.34,1.3,15.62,0.3,1.28,5.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-07-29,5,,,yahoo,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.5215,-0.3142,-8.2854,-7.4633,20.0531,34.0149,402.29,460.52,538.6585,-4.5738,-16.6399,-28.7322
NVDA,209.8249969482422,205.6699981689453,210.36000061035156,0.51,19.67,MODERADO,5082171047936.0,32.13,16.3,26.0,114.29,52.73,65.6,62.97,0.91,30.28,0.07,3.44,4.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-08-26,33,,,yahoo,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.4589,-0.538,-2.443,5.2242,27.8955,41.0817,212.5,235.4656,235.4656,-1.2588,-10.8893,-10.8893
META,607.0800170898438,600.75,609.97998046875,0.16,-16.05,MODERADO,1541026086912.0,22.06,16.4,6.32,32.93,16.4,40.62,32.84,1.66,14.13,0.36,2.35,5.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-07-29,5,,,yahoo,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-6.0262,-9.2841,-0.4289,-7.8142,27.1809,45.9484,681.31,681.31,787.4192,-10.8952,-10.8952,-22.9026
GOOGL,320.57000732421875,317.3299865722656,324.17999267578125,0.91,66.03,MODERADO,3920917168128.0,16.09,21.69,6.3,48.68,12.96,34.03,54.77,0.65,21.83,0.18,2.72,6.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,,999,2026-07-22,2.0,yahoo,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-7.5554,-10.2497,-16.2437,-5.3494,54.3737,39.7194,370.92,402.3797,402.3797,-13.5744,-20.3315,-20.3315
AMZN,233.11000061035156,231.35000610351562,234.9499969482422,-0.24,-0.88,MODERADO,2507697291264.0,27.85,23.53,5.67,24.29,6.84,13.14,12.22,0.39,16.72,0.53,1.18,6.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-07-30,6,,,yahoo,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,-5.7113,-4.9849,-12.47,-8.613,30.7776,29.633,254.96,274.99,274.99,-8.57,-15.2296,-15.2296
TSLA,310.0350036621094,308.30999755859375,322.9599914550781,-3.02,0.29,MODERADO,1224634138624.0,333.41,138.43,13.84,4.67,1.93,1.41,3.67,0.38,93.1,0.11,1.94,5.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-10-21,89,2026-07-22,2.0,yahoo,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-18.5918,-23.9663,-27.2235,-17.0408,116.5303,58.0807,425.3,445.27,489.88,-27.102,-30.3715,-36.7121
MSTR,92.87999725341797,89.76000213623047,93.5,-0.8,-78.88,MODERADO,42183380000.0,,,0.86,-23.73,-19.15,-2853.08,,,,0.18,6.05,3.0,FINNHUB,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-07-30,6,,,yahoo,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.077,-1.8597,-41.9101,-46.1472,69.1205,79.0003,101.95,195.94,414.92,-8.8965,-52.5977,-77.615
PLTR,123.33999633789062,122.0199966430664,125.30000305175781,-0.02,-21.62,MODERADO,295684440064.0,138.58,58.89,34.99,32.59,14.7,46.18,43.67,0.59,142.72,0.02,6.91,8.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-08-03,10,,,yahoo,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-6.8288,-2.721,-9.8919,-12.877,42.7821,54.7231,134.85,160.65,207.18,-8.5354,-23.2244,-40.4672
SNOW,269.260009765625,264.0,270.7898864746094,1.56,23.96,MODERADO,93325516800.0,,100.03,48.12,-54.87,-9.68,-22.17,-23.79,1.86,-81.4,1.43,1.05,5.0,YAHOO,1.2146,2.2237,0.5419,0.06451,4.7908,0.2536,70.88,2026-08-26,33,,,yahoo,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.1339,2.9872,56.3647,83.9208,21.638,90.5767,275.94,280.16,280.16,-2.4208,-3.8906,-3.8906
