fecha,hora,ticker_us,cedear,bid_ars,offer_ars,spread_ars_pct,prof_bids,prof_offers,qbid1,qoff1,qbid5,qoff5,ars_bid5,ars_off5,bid_d,offer_d,spread_d_pct,px_subyacente_usd,mep_al30,ratio,prima_mep_pct,prima_d_pct
2026-07-24,11:30,ORCL,ORCL,61975,62050,0.121,5,5,348,1081,3132,3743,193934075,232355250,40.75,40.84,0.221,116.12,1522.65,3,5.22,5.4
2026-07-24,11:30,TMUS,TMUS,8540,8585,0.526,5,5,3000,3000,4617,3443,38993105,29733640,5.54,5.73,3.372,177.63,1522.65,33,4.47,4.69
2026-07-24,11:30,ANET,ANET,9510,9560,0.524,5,5,18000,15059,23985,24022,227889630,229949440,6.22,6.32,1.595,174.21,1522.65,29,4.24,4.37
2026-07-24,11:30,LRCX,LRCX,8725,8775,0.571,5,5,37827,15000,41713,42101,363570180,370081500,5.71,5.92,3.611,312.66,1522.65,56,2.93,4.15
2026-07-24,11:30,ADI,ADI,39120,39260,0.357,5,5,15,2700,5972,6443,233270420,253297040,24.98,26.45,5.717,,1522.65,15,,
2026-07-24,11:30,SNDK,SNDK,13640,13680,0.293,5,5,1172,17500,22222,24069,302645290,329493470,8.98,9.01,0.334,1463.32,1522.65,170,4.22,4.5
2026-07-24,11:30,NOW,NOW,879.5,889,1.074,5,5,12,21123,95439,46908,83522230,41798001,0.58,0.59,1.709,95.98,1522.65,172,4.07,4.83
2026-07-24,11:30,NBIS,NBIS,11590,11610,0.172,5,5,2000,250,22282,22599,257933750,262950690,7.59,7.65,0.787,196.34,1522.65,27,4.76,4.79
2026-07-24,11:30,OXY,OXY,18360,18400,0.218,5,5,3276,3,11096,11976,203232500,220697700,12.04,12.11,0.58,57.58,1522.65,5,4.82,4.85
2026-07-24,11:30,XOM,XOM,25140,25180,0.159,5,5,4648,20,10773,11412,270454680,287929140,16.49,16.57,0.484,158.03,1522.65,10,4.56,4.6
2026-07-24,11:30,CVX,CVX,19480,19530,0.256,5,5,5372,1535,9971,10147,194171020,198313580,12.78,12.82,0.313,195.66,1522.65,16,4.75,4.67
2026-07-24,11:30,PSX,PSX,55625,55800,0.314,5,3,1485,1900,4648,4586,258258375,255987400,36.07,36.86,2.166,209.54,1522.65,6,4.77,4.41
2026-07-24,11:30,VIST,VIST,36820,36860,0.109,5,5,2008,39,14595,1831,537087220,67577620,24.2,24.22,0.083,69.79,1522.65,3,4.0,4.07
2026-07-24,11:30,VST,VST,10260,10300,0.389,5,5,1,10432,11572,14084,118303770,145303500,6.71,6.79,1.185,168.5,1522.65,26,4.18,4.15
2026-07-24,11:30,BP,BP,14030,14080,0.356,5,5,10421,4000,17180,17249,240427750,243407310,9.17,9.3,1.408,44.11,1522.65,5,4.63,4.68
2026-07-24,11:30,E,E,20770,20840,0.336,4,4,8100,4100,11723,11718,243116720,244494600,,,,52.24,1522.65,4,4.62,
2026-07-24,11:30,SHEL,SHEL,70525,70600,0.106,5,5,2599,4,3155,3129,222140975,221240625,46.27,46.44,0.367,88.67,1522.65,2,4.53,4.56
2026-07-24,11:30,HAL,HAL,26640,26700,0.225,4,5,5,5,7597,7618,202113280,203780820,17.48,17.59,0.627,33.68,1522.65,2,4.01,4.13
2026-07-24,11:30,SLB,SLB,27380,27460,0.292,5,5,4171,1800,7377,6750,201832260,185559920,17.94,18.11,0.943,51.73,1522.65,3,4.44,4.53
2026-07-24,11:30,COP,COP,7705,7735,0.389,4,5,2075,17068,25901,26018,199097875,201468005,5.04,5.1,1.183,120.82,1522.65,25,4.91,4.91
2026-07-24,11:30,GPRK,GPRK,16380,16440,0.366,5,5,5000,3042,14170,14535,231720950,239183980,10.74,10.78,0.372,10.24,1522.65,1,5.25,5.08
2026-07-24,11:30,CEG,CEG,9795,9815,0.204,5,5,18,40,12110,12366,118156670,121437060,6.4,6.46,0.933,278.24,1522.65,45,4.15,3.99
2026-07-24,11:30,FSLR,FSLR,17840,17860,0.112,5,5,10,7895,4124,12559,73209320,224509540,11.7,12.02,2.698,201.71,1522.65,18,4.61,5.84
2026-07-24,11:30,CCJ,CCJ,6010,6030,0.332,5,5,2662,2,27122,27103,162639525,163839950,3.83,4.04,5.337,87.54,1522.65,23,3.88,3.39
2026-07-24,11:30,PBR,PBR,30360,30420,0.197,5,5,319,56,10061,11919,305158780,363033360,19.92,20.02,0.501,19.06,1522.65,1,4.71,4.77
2026-07-24,11:30,NEE,NEE,7435,7475,0.537,5,5,15007,20850,27879,25913,206895185,193909035,4.86,4.91,1.024,89.22,1522.65,19,4.27,4.03
2026-07-24,11:30,PAAS,PAAS,23480,23540,0.255,5,5,6,8191,11360,11779,266452280,277433070,15.4,15.47,0.454,44.09,1522.65,3,5.06,5.02
2026-07-24,11:30,HMY,HMY,25360,25400,0.158,5,5,12881,241,15735,15435,398919320,392980640,16.63,16.71,0.48,,1522.65,1,,
2026-07-24,11:30,B,B,29580,29640,0.203,5,5,590,539,8408,10330,248480340,306471000,,,,37.12,1522.65,2,4.78,
2026-07-24,11:30,VALE,VALE,11770,11790,0.17,5,5,161,5020,28000,35129,328805630,414751580,7.72,7.75,0.388,14.78,1522.65,2,4.69,4.67
2026-07-24,11:30,LAC,LAC,4540,4555,0.33,5,5,104,64,13987,20855,63191680,95141202,2.98,3,0.669,2.86,1522.65,1,4.43,4.55
2026-07-24,11:30,RIO,RIO,18160,18220,0.33,5,5,7047,2502,9102,9009,164808970,164309480,11.91,11.99,0.669,49.99,1522.65,8,91.18,91.24
2026-07-24,11:30,GFI,GFI,51900,51975,0.144,5,5,3100,1000,5275,5273,273553275,274305875,,,,,1522.65,1,,
2026-07-24,11:30,GGB,GGB,30280,30460,0.593,4,5,2300,3800,6152,6150,185609720,187894340,19.58,20.17,2.969,4.77,1522.65,0.25,4.54,4.17
2026-07-24,11:30,FCX,FCX,32540,32660,0.368,5,5,4797,5998,7079,7229,230250580,236236540,21.29,21.64,1.631,61.44,1522.65,3,4.54,4.81
2026-07-24,11:30,HL,HL,24290,24340,0.206,4,5,658,7,11651,10864,282400960,264621140,,,,15.2,1522.65,1,5.06,
2026-07-24,11:30,NEM,NEM,49720,49840,0.241,5,5,1200,2100,4896,5309,242738480,272363280,32.38,32.91,1.624,93.27,1522.65,3,5.16,5.0
2026-07-24,11:30,MUX,MUX,13820,13910,0.649,5,5,9134,4500,9264,10021,128013280,140591680,8.06,9.98,21.286,17.47,1522.65,2,4.25,3.26
2026-07-24,11:30,NXE,NXE,14350,14800,3.087,5,5,500,500,2066,2014,29488140,30024780,9.4,9.79,4.065,9.16,1522.65,1,4.5,4.75
2026-07-24,11:30,MP,MP,6750,6765,0.222,5,5,63,15000,20592,25222,138367620,170844580,4.39,4.46,1.582,42.44,1522.65,10,4.57,4.26
2026-07-24,11:30,JPM,JPM,37120,37180,0.162,5,5,3,5950,6434,7943,238566280,295438760,24.4,24.49,0.368,350.11,1522.65,15,4.53,4.73
2026-07-24,11:30,AXP,AXP,33800,33880,0.236,5,5,55,4959,5379,5985,181533000,203049720,22.22,22.29,0.315,320.41,1522.65,15,4.04,4.19
2026-07-24,11:30,V,V,31260,31300,0.128,5,5,1841,4,9796,9881,305869120,309682680,20.5,20.59,0.438,353.74,1522.65,18,4.53,4.54
2026-07-24,11:30,PAGS,PAGS,4952.5,4982.5,0.604,5,5,10020,10042,40209,36166,198811788,180414265,3.24,3.28,1.227,9.41,1522.65,3,4.01,3.93
2026-07-24,11:30,XP,XP,6640,6660,0.301,5,5,115,90,25994,17217,172314720,114924760,4.36,4.4,0.913,16.78,1522.65,4,4.11,4.41
2026-07-24,11:30,AIG,AIG,24990,25080,0.359,4,5,2000,5700,7129,7321,178015400,183902040,,,,78.48,1522.65,5,4.75,
2026-07-24,11:30,BBD,BBD,5755,5760,0.087,5,5,100,94,66976,4631,384598780,26800005,3.78,3.79,0.264,3.64,1522.65,1,3.88,3.98
2026-07-24,11:30,AEG,AEG,14420,14500,0.553,5,5,11900,11900,17381,17349,250283270,251924230,,,,9.1,1522.65,1,4.36,
2026-07-24,11:30,SAN,SAN,85975,86225,0.29,5,5,3500,2300,4316,4544,370988350,392172875,56,56.9,1.594,13.5,1522.65,0.25,4.72,4.54
2026-07-24,11:30,MELI,MELI,24070,24100,0.125,5,5,510,1494,33599,46173,807502430,1114610270,15.82,15.86,0.253,1821.91,1522.65,120,4.18,4.33
2026-07-24,11:30,WFC,WFC,27360,27460,0.365,5,5,7375,6400,8676,8705,237098980,239364820,17.94,18.07,0.722,86.24,1522.65,5,4.37,4.39
2026-07-24,11:30,BCS,BCS,44260,44380,0.271,5,5,2000,3600,7892,7877,348282280,350570860,,,,27.84,1522.65,1,4.55,
2026-07-24,11:30,HSBC,HSBC,82025,82200,0.213,5,5,1800,1800,4353,4094,356815125,336687950,,,,103.3,1522.65,2,4.41,
2026-07-24,11:30,BHP,BHP,66125,66275,0.227,5,5,1497,1000,3815,3503,252086050,232395925,43.22,43.84,1.424,83.18,1522.65,2,4.54,4.66
2026-07-24,11:30,LYG,LYG,4770,4800,0.627,5,4,61,40500,53711,56975,255158595,273894188,,,,6.02,1522.65,2,4.4,
2026-07-24,11:30,ING,ING,17380,17450,0.402,3,5,14700,12000,16776,17421,291271560,304560600,,,,32.79,1522.65,3,4.64,
2026-07-24,11:30,IBN,IBN,46840,46960,0.256,3,5,1000,1600,3526,3868,165039160,182857120,,,,29.5,1522.65,1,4.41,
2026-07-24,11:30,MUFG,MUFG,36520,36640,0.328,5,3,6499,6500,9280,8280,302311610,303496000,22.84,24.28,6.112,22.96,1522.65,1,4.63,2.61
2026-07-24,11:30,GS,GS,129850,130200,0.269,5,3,5,1200,2198,2347,285310975,305829075,85.1,85.7,0.703,1062.5,1522.65,13,4.48,4.49
2026-07-24,11:30,BX,BX,6655,6705,0.749,2,2,12953,8469,15374,12968,102071870,86972935,4.34,4.44,2.278,125.73,1522.65,30,4.68,4.75
2026-07-24,11:30,ITUB,ITUB,13170,13240,0.53,5,5,11600,11600,16859,16838,221830270,223343950,8.63,8.71,0.923,8.34,1522.65,1,3.99,3.96
2026-07-24,11:30,RACE,RACE,6825,6860,0.512,5,5,23,21,14657,11533,99183395,79244500,4.48,4.52,0.889,357.6,1522.65,83,4.3,4.45
2026-07-24,11:30,C,C,69900,70025,0.179,5,5,4,2500,4706,5018,328684575,351579325,,,,132.15,1522.65,3,4.31,
2026-07-24,11:30,SCHW,SCHW,11830,0,,1,1,248,0,248,0,2933840,0,0,0,,101.55,1522.65,13,,
2026-07-24,11:30,KO,KO,26020,26080,0.23,5,5,4071,16255,15432,17192,401198640,448454500,17.09,17.15,0.35,81.83,1522.65,5,4.54,4.61
2026-07-24,11:30,PEP,PEP,11960,11990,0.251,5,5,110,2511,9775,11361,116716510,136403290,7.85,7.89,0.508,135.6,1522.65,18,4.4,4.47
2026-07-24,11:30,MO,MO,29120,29200,0.274,5,5,2987,5750,7487,7484,217845120,218630680,19.1,19.21,0.574,72.96,1522.65,4,4.99,5.02
2026-07-24,11:30,WMT,WMT,9630,9655,0.259,5,5,16,18,25925,37796,249385940,365308530,6.31,6.36,0.789,108.89,1522.65,18,4.68,4.72
2026-07-24,11:30,TGT,TGT,8990,9010,0.222,5,5,17190,5,21625,16897,193982670,152741860,5.89,5.93,0.677,135.54,1522.65,24,4.66,4.65
2026-07-24,11:30,MCD,MCD,17590,17620,0.17,5,5,3023,7693,12015,16687,211054900,294148980,11.54,11.58,0.346,265.04,1522.65,24,4.7,4.68
2026-07-24,11:30,SBUX,SBUX,13820,13880,0.433,4,5,6722,2900,11138,11363,152247121,158237300,9.05,9.14,0.99,104.6,1522.65,12,4.35,4.34
2026-07-24,11:30,NKE,NKE,5455,5485,0.548,5,5,109,5000,22840,33440,124404520,183682430,3.58,3.61,0.834,41.16,1522.65,12,4.74,4.81
2026-07-24,11:30,MDLZ,MDLZ,6355,6380,0.393,5,5,13000,10,13011,13082,82679130,83665975,4.03,4.24,5.079,60.18,1522.65,15,4.23,3.07
2026-07-24,11:30,HSY,HSY,13160,13230,0.531,5,4,7750,6385,9327,10587,122487550,143675360,8.62,8.71,1.039,173.47,1522.65,21,4.91,4.9
2026-07-24,11:30,ANF,ANF,147525,148050,0.355,5,5,558,400,958,981,140787600,145660350,,,,93.01,1522.65,1,4.35,
2026-07-24,11:30,EBAY,EBAY,86275,86475,0.232,5,5,1000,6,3115,3130,268562901,270990400,56.5,57.1,1.056,108.6,1522.65,2,4.47,4.6
2026-07-24,11:30,ABEV,ABEV,14700,14820,0.813,4,5,13376,4528,15859,14877,232938240,220754970,9.64,9.83,1.952,3.1,1522.65,0.333333,4.23,4.68
2026-07-24,11:30,UL,UL,32240,32300,0.186,4,5,1497,36,4715,4749,151861080,153569080,20.97,21.33,1.702,60.9,1522.65,3,4.4,4.19
2026-07-24,11:30,URBN,URBN,54875,55100,0.409,5,5,2600,1000,4860,4855,266458800,267964450,35.69,36.78,3.008,68.96,1522.65,2,4.74,5.09
2026-07-24,11:30,CL,CL,48060,48180,0.249,3,5,1200,1400,3611,3619,173381360,174427920,31.38,31.74,1.141,90.51,1522.65,3,4.75,4.61
2026-07-24,11:30,COST,COST,30860,30960,0.324,5,5,2465,3163,6776,6825,208686900,211575140,20.24,20.37,0.64,931.07,1522.65,48,4.65,4.68
2026-07-24,11:30,KMB,KMB,28800,28900,0.347,4,5,1936,2153,4935,5608,141986020,162235220,18.83,19.03,1.057,108.59,1522.65,6,4.69,4.6
2026-07-24,11:30,ORLY,ORLY,607.5,616.5,1.471,5,5,20,76,38038,38458,22772360,24048088,0.39,0.41,5.0,86.72,1522.65,222,2.89,2.4
2026-07-24,11:30,PM,PM,17180,17260,0.465,3,3,5984,3000,6090,5985,102902921,103331450,10.66,11.45,7.146,194.95,1522.65,18,4.42,2.07
2026-07-24,11:30,ETSY,ETSY,7975,7995,0.25,3,5,6000,6,24590,24572,195782750,197368770,5.23,5.27,0.762,80.8,1522.65,16,3.84,3.96
2026-07-24,11:30,TM,TM,18780,18840,0.319,5,5,2973,4898,8239,7204,154377730,135845480,12.31,12.4,0.728,177.65,1522.65,15,4.31,4.32
2026-07-24,11:30,HMC,HMC,44700,44820,0.268,5,5,1000,357,4012,3939,178295960,177221780,,,,28.18,1522.65,1,4.32,
2026-07-24,11:30,GM,GM,21980,22060,0.363,5,4,4479,12158,13142,13869,288637690,306240390,14.35,14.52,1.178,42.53,1522.65,6,104.02,103.64
2026-07-24,11:30,ARCO,ARCO,26520,26640,0.451,5,5,1000,4482,5848,5858,154675080,156217980,17.39,17.53,0.802,8.3,1522.65,0.5,5.16,5.18
2026-07-24,11:30,HD,HD,16130,16180,0.31,5,5,3000,3300,10820,9566,174094220,155040820,10.56,10.65,0.849,326.34,1522.65,32,4.04,3.99
2026-07-24,11:30,JNJ,JNJ,27820,27880,0.215,5,5,5896,8,11723,11712,325665820,326978880,18.25,18.35,0.546,262.29,1522.65,15,4.6,4.66
2026-07-24,11:30,LLY,LLY,34060,34140,0.235,5,5,2986,1650,8048,8465,273799900,289151020,22.34,22.47,0.58,1202.44,1522.65,56,4.3,4.34
2026-07-24,11:30,NVO,NVO,11160,11200,0.358,5,5,4067,5,20514,19120,228742380,214376400,7.3,7.4,1.361,,1522.65,7,,
2026-07-24,11:30,AMGN,AMGN,19970,20060,0.45,5,5,5906,3200,5927,8018,118359620,161304590,13.02,13.2,1.373,378.38,1522.65,30,4.22,3.94
2026-07-24,11:30,PFE,PFE,9775,9795,0.204,5,5,1,3500,17663,18847,172144315,184789485,6.41,6.45,0.622,24.66,1522.65,4,4.24,4.3
2026-07-24,11:30,ABT,ABT,40960,41020,0.146,5,5,6,389,4285,3759,175232200,154326160,26.79,27.11,1.187,102.98,1522.65,4,4.56,4.68
2026-07-24,11:30,CVS,CVS,11400,11460,0.525,1,5,9277,3000,9277,9272,105757800,106340330,7.47,7.56,1.198,108.04,1522.65,15,4.22,4.34
2026-07-24,11:30,ABBV,ABBV,41180,41300,0.291,5,5,4088,2200,5641,5477,232115400,226381360,27,27.25,0.922,259.51,1522.65,10,4.37,4.52
2026-07-24,11:30,TMO,TMO,40220,40340,0.298,5,5,2713,1300,4557,4621,183181460,186761460,,,,562.38,1522.65,22,3.49,
2026-07-24,11:30,AZN,AZN,67375,67500,0.185,5,5,5995,1,8316,7321,492753410,494507800,44.19,44.41,0.497,,1522.65,4,,
2026-07-24,11:30,CAH,CAH,120775,121150,0.31,5,5,598,1300,2789,2650,336512825,321191350,75.4,80.1,6.045,228.12,1522.65,3,4.47,2.25
2026-07-24,11:30,ISRG,ISRG,5960,5985,0.419,5,5,14,512,4101,6097,24379610,37885920,,,,337.64,1522.65,90,4.55,
2026-07-24,11:30,MRNA,MRNA,4570,4582.5,0.273,5,5,47,16625,47272,50733,214817628,233208922,3,3.02,0.664,55.49,1522.65,19,2.91,3.06
2026-07-24,11:30,NVS,NVS,61650,61800,0.243,4,5,1500,1980,4067,4078,250448700,252193400,40.26,41.26,2.453,155.66,1522.65,4,4.17,4.74
2026-07-24,11:30,PHG,PHG,8320,8365,0.539,4,4,17700,17700,24654,24635,204832540,206264300,,,,26.23,1522.65,5,4.44,
2026-07-24,11:30,HIMS,HIMS,11670,11690,0.171,5,5,4,15038,21122,24257,245475040,284056490,7.7,7.7,0.0,30.23,1522.65,4,1.5,1.89
2026-07-24,11:30,CAT,CAT,70325,70475,0.213,5,5,497,2600,4459,4727,313346525,333459850,46.12,46.51,0.842,893.35,1522.65,20,3.51,3.69
2026-07-24,11:30,GE,GE,70900,71050,0.211,5,4,5,3202,5496,5474,389404175,389083900,46.5,46.75,0.536,358.87,1522.65,8,3.91,3.94
2026-07-24,11:30,LMT,LMT,46480,46560,0.172,5,5,6,1400,3445,3729,159894080,173731980,30.59,30.63,0.131,585.32,1522.65,20,4.39,4.59
2026-07-24,11:30,UAL,UAL,37000,37140,0.378,4,5,2499,5550,8966,8967,331247980,333539340,24.27,24.44,0.698,116.66,1522.65,5,4.34,4.38
2026-07-24,11:30,F,F,22710,22790,0.352,5,5,3995,5088,12028,12003,272882470,273715380,14.9,15,0.669,14.34,1522.65,1,4.19,4.25
2026-07-24,11:30,AAL,AAL,11000,11040,0.363,5,5,5454,29,15549,14288,170833140,158067730,7.21,7.27,0.829,13.93,1522.65,2,3.91,3.95
2026-07-24,11:30,FDX,FDX,50025,50200,0.349,5,5,3600,4250,5299,5295,264646241,266237075,32.69,33.16,1.427,316.31,1522.65,10,4.05,4.09
2026-07-24,11:30,PCAR,PCAR,69775,69925,0.215,5,5,2282,1400,3630,3645,253086275,255121700,44.5,47.2,5.889,,1522.65,3,,
2026-07-24,11:30,MMM,MMM,27000,27080,0.296,5,5,2496,2310,8078,6924,217075040,187823400,17.54,17.86,1.808,170.55,1522.65,10,4.12,3.78
2026-07-24,11:30,PAC,PAC,21040,21270,1.087,5,5,2800,2800,8043,8045,168848520,171474030,,,,213.54,1522.65,16,4.1,
2026-07-24,11:30,GT,GT,5600,5655,0.977,2,5,6988,7000,7988,8389,39132810,49581800,3.54,3.74,5.495,7.1,1522.65,2,4.11,2.54
2026-07-24,11:30,BA,BA,13800,13860,0.434,3,5,10310,6000,14013,14364,193280280,199256190,9.05,9.12,0.771,209.74,1522.65,24,3.93,3.96
2026-07-24,11:30,HON,HON,48380,48540,0.33,4,5,1000,1300,3638,3629,175824480,176273160,31.53,32.27,2.32,244.69,1522.65,8,4.05,4.3
2026-07-24,11:30,MOS,MOS,7150,7190,0.558,5,5,6000,6000,21955,22658,156540675,163262350,4.68,4.76,1.695,22.7,1522.65,5,3.72,3.96
2026-07-24,11:30,RKLB,RKLB,8555,8590,0.408,5,5,3503,29,12691,12949,108467730,111365210,5.6,5.75,2.643,65.91,1522.65,12,2.5,3.32
2026-07-24,11:30,ONDS,ONDS,6000,6055,0.912,5,5,42,2641,9977,28815,59730945,174950390,3.92,4.0,2.02,7.64,1522.65,2,3.63,3.66
2026-07-24,11:30,SMSN,SMSN,100,0,,2,1,1,0,11,0,200,0,,,,1271,1522.65,14,,
2026-07-24,11:30,BAYN,BAYN,0.01,0,,1,1,1000,0,1000,0,10,0,,,,,1522.65,3,,
2026-07-24,11:30,RIOT,RIOT,12110,12150,0.33,5,5,1321,1316,21428,21570,259155260,262712280,7.94,8,0.753,23.32,1522.65,3,2.48,2.53
2026-07-24,11:30,OKLO,OKLO,2323,2330,0.301,5,5,110,11000,21777,63283,50501436,147936269,1.51,1.55,2.614,41.3,1522.65,28,3.59,3.73
2026-07-24,11:30,SATL,SATL,5680,5685,0.088,5,5,16,15118,5331,20243,30180255,115110130,3.73,3.74,0.268,3.57,1522.65,1,4.54,4.62
2026-07-24,11:30,JMIA,JMIA,9440,9495,0.581,5,5,1694,1975,11708,12224,110367960,116184455,6.19,6.25,0.965,5.95,1522.65,1,4.5,4.54
2026-07-24,11:30,LAR,LAR,9330,9370,0.428,5,5,10,12999,22138,22101,205856090,207236620,6.15,6.19,0.648,5.91,1522.65,1,3.9,4.4
2026-07-24,11:30,NG,NG,37600,37720,0.319,5,5,1,2400,3628,4140,136028480,156981440,0,25.52,,9.53,1522.65,0.25,-35.12,
2026-07-24,11:30,PBI,PBI,28380,28520,0.492,5,4,3750,8000,10016,10001,283572310,285427240,,,,14.68,1522.65,1,27.28,
2026-07-24,11:30,TEM,TEM,5800,5825,0.43,5,5,101,44,20890,20773,120645610,121236180,3.8,3.84,1.047,44.32,1522.65,12,3.36,3.43
2026-07-24,11:30,GLOB,GLOB,2750,2762.5,0.454,5,5,10000,110,30615,35417,84121965,98078322,1.8,1.82,1.105,31.18,1522.65,18,4.5,4.49
2026-07-24,11:30,LND,LND,5850,5965,1.947,5,3,2735,15000,23913,23767,139629870,142060245,,,,3.69,1522.65,1,5.14,
2026-07-28,15:06,MA,MA,27180,27240,0.221,5,5,588,3178,7283,7239,197523340,197293740,17.67,17.75,0.452,561.88,1535.62,33,4.07,4.01
2026-07-28,15:06,PYPL,PYPL,11710,11740,0.256,5,5,5547,14004,11955,14938,139798040,175423690,7.61,7.65,0.524,58.7,1535.62,8,4.06,3.99
2026-07-28,15:06,GILD,GILD,53575,53675,0.186,5,5,726,4,4422,4172,236657300,224093450,34.38,35,1.787,133.88,1535.62,4,4.33,3.65
2026-07-28,15:06,DIS,DISN,13170,13210,0.303,5,5,7444,9555,15747,16109,207228550,212895160,8.58,8.6,0.233,99.0,1535.62,12,4.11,4.12
2026-07-28,15:06,AAPL,AAPL,27120,27140,0.074,5,5,20675,2,28748,29374,779326160,798528580,17.66,17.69,0.17,339.68,1535.62,20,4.02,4.07
2026-07-28,15:06,UNP,UNP,23780,23830,0.21,5,5,1300,3200,9553,9561,226685270,228211910,15.14,15.66,3.377,297.22,1535.62,20,4.31,3.63
2026-07-28,15:06,BMY,BMY,33920,33940,0.059,5,5,821,5,5836,4820,197679280,163975560,21.71,22.35,2.905,63.6,1535.62,3,4.22,3.92
2026-07-28,15:06,RTX,RTX,69325,69450,0.18,5,5,1397,1700,3750,3847,258094575,267429550,44.86,45.34,1.064,216.59,1535.62,5,4.31,4.11
2026-07-28,15:06,MRK,MRK,42240,42320,0.189,5,5,2708,2000,5959,6015,251359020,254799280,27.46,27.6,0.509,131.79,1535.62,5,4.46,4.45
2026-07-28,15:06,PG,PG,16090,16110,0.124,5,5,4010,2500,9308,8323,149595520,134307450,10.46,10.5,0.382,151.09,1535.62,15,4.09,4.04
2026-07-28,15:06,UNH,UNH,20770,20800,0.144,5,5,1834,3502,11355,12171,235713260,253385750,13.5,13.53,0.222,429.2,1535.62,33,4.07,3.91
2026-07-28,15:06,IBIT,IBIT,5775,5785,0.173,5,5,1598,35000,73487,80114,423536565,463887165,3.77,3.78,0.265,36.02,1535.62,10,4.5,4.8
2026-07-28,15:06,SPY,SPY,19780,19790,0.051,5,5,2,11328,33655,31884,664873090,631398420,12.89,12.91,0.155,,1535.62,60,,
2026-07-28,15:06,QQQ,QQQ,54100,54150,0.092,5,5,15,1979,16941,16850,915547150,912885775,35.3,35.32,0.057,676.91,1535.62,20,4.14,4.33
2026-07-28,15:06,DIA,DIA,42200,42240,0.095,5,5,35,11987,15602,16598,657492060,701341620,27.44,27.55,0.4,,1535.62,20,,
2026-07-28,15:06,IWM,IWM,46840,46920,0.171,5,5,1280,1278,11014,11172,515385120,524566940,30.45,30.61,0.524,,1535.62,10,,
2026-07-28,15:06,GLD,GLD,11820,11850,0.253,5,5,9518,21985,29736,45458,350958810,538987350,7.7,7.73,0.389,,1535.62,50,,
2026-07-28,15:06,SLV,SLV,13740,13750,0.073,5,5,5362,15,20446,21013,280666420,289600960,8.93,8.96,0.335,,1535.62,6,,
2026-07-28,15:06,XLY,XLY,4160,4182.5,0.539,5,5,6,13924,31040,30900,128688375,129468030,2.72,2.74,0.733,,1535.62,43,,
2026-07-28,15:06,XLV,XLV,9225,9245,0.217,5,5,35,14941,19217,22150,176940180,204882535,5.99,6.03,0.666,,1535.62,29,,
2026-07-28,15:06,XLRE,XLRE,8210,8245,0.425,5,5,9945,1,19528,18518,160150165,152876865,5.33,5.41,1.49,46.34,1535.62,9,4.06,4.29
2026-07-28,15:06,XLK,XLK,5935,5960,0.42,5,5,6,7488,21814,23962,129145460,143228345,3.86,3.9,1.031,,1535.62,46,,
2026-07-28,15:06,XLI,XLI,10370,10410,0.385,5,5,9694,6938,26490,26552,274385520,276863080,6.75,6.79,0.591,,1535.62,28,,
2026-07-28,15:06,ARKK,ARKK,11500,11540,0.347,5,5,26,11892,41867,40742,480342770,470846630,,,,,1535.62,10,,
2026-07-28,15:06,ITA,ITA,7780,7810,0.385,5,5,20,3944,18140,15489,140531730,121192495,,,,243.57,1535.62,50,4.2,
2026-07-28,15:06,SMH,SMH,16900,16950,0.295,5,5,16,6344,10479,13337,176889100,226487490,,,,528.99,1535.62,50,4.18,
2026-07-28,15:06,NVDA,NVDA,13120,13150,0.228,5,5,30955,16716,41511,40886,544410940,538056800,,,,197.06,1535.62,24,4.17,
2026-07-28,15:06,META,META,39560,39600,0.101,5,5,7586,5000,18505,16635,731547580,659196780,,,,,1535.62,24,,
2026-07-28,15:06,GOOGL,GOOGL,9235,9240,0.054,5,5,15,21006,38626,59231,356298260,547692960,,,,335.61,1535.62,58,3.96,
2026-07-28,15:06,AMZN,AMZN,2572.5,2575,0.097,5,5,2296,21139,130838,117955,336023325,304171592,,,,231.25,1535.62,144,4.37,
2026-07-28,15:06,PLTR,PLTR,65925,66025,0.152,5,5,1000,5452,9605,8755,632686475,578173250,43,43.05,0.116,124.32,1535.62,3,3.68,3.82
2026-07-28,15:06,SNOW,SNOW,14520,14560,0.275,5,5,6200,2060,21654,21165,314001240,308668700,9.42,9.53,1.161,274.19,1535.62,30,3.6,3.67
2026-07-28,15:06,CRWD,CRWD,3715,3725,0.269,5,5,4305,19,34550,39612,128025192,148169482,2.41,2.44,1.237,183.75,1535.62,79,4.15,4.26
2026-07-28,15:06,PANW,PANW,10280,10350,0.679,5,4,12769,22611,26190,26004,268716060,269342670,6.68,6.73,0.746,320.48,1535.62,50,4.8,4.61
2026-07-28,15:06,ADBE,ADBE,9165,9170,0.055,5,5,9835,32,18710,8967,171319540,82335675,5.96,5.98,0.335,253.36,1535.62,44,3.68,3.68
2026-07-28,15:06,CRM,CRM,16230,16250,0.123,5,5,2352,16,10354,8646,167876080,140713510,10.57,10.6,0.283,183.57,1535.62,18,3.7,3.79
2026-07-28,15:06,MU,MU,261575,261950,0.143,5,5,249,2122,3269,3133,854626300,820782450,170.5,171,0.293,814.74,1535.62,5,4.61,4.79
2026-07-28,15:06,INTC,INTC,27620,27660,0.145,5,5,4,9573,14243,13091,392734100,362175020,18,18.04,0.222,86.49,1535.62,5,4.05,4.17
