date,mep
2025-12-09,1469.57
2025-12-10,1470.5
2025-12-11,1472.64
2025-12-12,1472.36
2025-12-15,1498.26
2025-12-16,1511.2
2025-12-17,1505.6
2025-12-18,1496.2
2025-12-19,1494.03
2025-12-22,1492.92
2025-12-23,1481.01
2025-12-26,1485.88
2025-12-29,1483.58
2025-12-30,1480.46
2026-01-02,1501.87
2026-01-05,1501.35
2026-01-06,1491.8
2026-01-07,1494.34
2026-01-08,1492.08
2026-01-09,1486.3
2026-01-12,1478.66
2026-01-13,1490.42
2026-01-14,1484.45
2026-01-15,1471.28
2026-01-16,1468.96
2026-01-19,1463.85
2026-01-20,1472.99
2026-01-21,1462.01
2026-01-22,1458.05
2026-01-23,1468.6
2026-01-26,1472.91
2026-01-27,1463.29
2026-01-28,1461.63
2026-01-29,1461.88
2026-01-30,1464.75
2026-02-02,1454.38
2026-02-03,1459.53
2026-02-04,1459.37
2026-02-05,1463.2
2026-02-06,1450.49
2026-02-09,1438.86
2026-02-10,1433.38
2026-02-11,1433.48
2026-02-12,1417.0
2026-02-13,1419.11
2026-02-18,1407.97
2026-02-19,1405.03
2026-02-20,1397.7
2026-02-23,1393.55
2026-02-24,1394.59
2026-02-25,1429.83
2026-02-26,1433.95
2026-02-27,1436.64
2026-03-02,1413.22
2026-03-03,1438.74
2026-03-04,1431.2
2026-03-05,1432.65
2026-03-06,1430.82
2026-03-09,1428.36
2026-03-10,1420.62
2026-03-11,1413.59
2026-03-12,1412.38
2026-03-13,1425.29
2026-03-16,1421.02
2026-03-17,1419.07
2026-03-18,1422.58
2026-03-19,1420.13
2026-03-20,1419.24
2026-03-25,1404.26
2026-03-26,1399.61
2026-03-27,1428.43
2026-03-30,1434.0
2026-03-31,1422.12
2026-04-01,1434.29
2026-04-06,1426.37
2026-04-07,1433.23
2026-04-08,1421.17
2026-04-09,1417.33
2026-04-10,1414.22
2026-04-13,1403.12
2026-04-14,1410.63
2026-04-15,1399.31
2026-04-16,1404.47
2026-04-17,1413.12
2026-04-20,1412.79
2026-04-21,1409.77
2026-04-22,1419.25
2026-04-23,1419.56
2026-04-24,1438.04
2026-04-27,1459.46
2026-04-28,1437.83
2026-04-29,1433.04
2026-04-30,1448.93
2026-05-04,1435.45
2026-05-05,1428.1
2026-05-06,1426.01
2026-05-07,1429.69
2026-05-08,1427.42
2026-05-11,1424.35
2026-05-12,1418.1
2026-05-13,1421.28
2026-05-14,1420.69
2026-05-15,1426.81
2026-05-18,1429.07
2026-05-19,1435.7
2026-05-20,1433.96
2026-05-21,1422.87
2026-05-22,1425.47
2026-05-26,1433.86
2026-05-27,1430.36
2026-05-28,1433.25
2026-05-29,1432.68
2026-06-01,1439.35
2026-06-02,1449.39
2026-06-03,1460.17
2026-06-04,1455.17
2026-06-05,1458.42
2026-06-08,1473.17
2026-06-09,1452.59
2026-06-10,1455.02
2026-06-11,1450.75
2026-06-12,1445.74
2026-06-16,1461.25
2026-06-17,1461.6
2026-06-18,1463.93
2026-06-19,1478.96
2026-06-22,1482.02
2026-06-23,1505.35
2026-06-24,1499.61
2026-06-25,1499.3
2026-06-26,1501.01
2026-06-29,1510.41
2026-06-30,1521.68
2026-07-01,1518.52
2026-07-02,1531.94
2026-07-03,1523.66
2026-07-06,1524.44
2026-07-07,1529.57
2026-07-08,1523.53
2026-07-10,1523.44
2026-07-13,1519.76
2026-07-14,1500.0
2026-07-15,1505.15
2026-07-16,1513.02
2026-07-17,1516.47
2026-07-20,1518.7
2026-07-21,1508.73
2026-07-22,1513.61
2026-07-23,1518.21
